,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2008-10-16,550.0,575.0,550.0,550.0,441.8433837890625,181937500,BBCA.JK,429.87143,417.7427673339844,0.0,24.100616455078125
2008-10-21,560.0,575.0,550.0,560.0,449.8768310546875,52875000,BBCA.JK,460.4643,425.77630615234375,-24.10052490234375,0.0
2008-10-27,440.0,460.0,440.0,440.0,353.4747009277344,61052500,BBCA.JK,362.97455,325.35736083984375,-28.117340087890625,0.0
2008-11-12,575.0,580.0,570.0,575.0,461.92706298828125,39960000,BBCA.JK,434.19266,437.82653808593744,0.0,24.100524902343807
2008-11-13,545.0,580.0,535.0,545.0,437.8265380859375,56485000,BBCA.JK,417.65146,465.9438781738281,0.0,-28.117340087890625
2008-11-28,560.0,560.0,525.0,540.0,433.8097839355469,82652500,BBCA.JK,423.49957,433.8097839355468,0.0,5.684341886080802e-14
2008-12-05,560.0,560.0,540.0,560.0,449.8768310546875,56612500,BBCA.JK,430.82224,477.99417114257807,0.0,-28.117340087890568
2008-12-16,620.0,625.0,605.0,620.0,498.07794189453125,55522500,BBCA.JK,481.47864,514.1448974609375,0.0,-16.06695556640625
2008-12-18,640.0,645.0,630.0,640.0,514.1448974609375,26702500,BBCA.JK,487.61154,514.1448974609375,0.0,0.0
2008-12-19,640.0,650.0,630.0,640.0,514.1448974609375,49090000,BBCA.JK,490.8739,514.1448974609375,0.0,0.0
2008-12-22,640.0,650.0,625.0,640.0,514.1448974609375,58557500,BBCA.JK,494.64725,514.1448974609375,0.0,0.0
2008-12-30,650.0,665.0,640.0,650.0,522.178466796875,34487500,BBCA.JK,516.0425,522.178466796875,0.0,0.0
2008-12-31,650.0,650.0,650.0,650.0,522.178466796875,0,BBCA.JK,509.848,562.3461303710938,0.0,-40.16766357421875
2009-01-07,715.0,715.0,630.0,675.0,542.2623291015625,65045000,BBCA.JK,522.3793,502.09463500976557,0.0,40.16769409179693
2009-01-16,560.0,595.0,555.0,595.0,484.0999450683594,62925000,BBCA.JK,492.12338,475.9638366699218,-8.136108398437557,0.0
2009-02-13,530.0,540.0,520.0,530.0,431.2150573730469,58085000,BBCA.JK,424.7448,435.28311157226557,0.0,-4.068054199218693
2009-02-16,535.0,535.0,525.0,535.0,435.2831115722656,23660000,BBCA.JK,423.48245,410.8747253417969,0.0,24.40838623046875
2009-02-18,510.0,515.0,490.0,510.0,414.9427795410156,92457500,BBCA.JK,406.15393,419.0108337402343,0.0,-4.068054199218693
2009-02-19,515.0,525.0,510.0,515.0,419.0108337402344,61772500,BBCA.JK,414.18436,398.6705017089843,0.0,20.340332031250057
2009-02-24,490.0,505.0,485.0,490.0,398.6705017089844,34192500,BBCA.JK,389.8112,382.39825439453125,0.0,16.272247314453125
2009-02-26,480.0,480.0,460.0,480.0,390.53436279296875,203025000,BBCA.JK,375.8116,382.39825439453125,0.0,8.1361083984375
2009-03-12,550.0,560.0,540.0,550.0,447.4873962402344,47527500,BBCA.JK,413.56076,459.6913757324218,0.0,-12.203979492187443
2009-03-20,590.0,595.0,580.0,590.0,480.0320129394531,48397500,BBCA.JK,460.22293,496.3041687011719,0.0,-16.27215576171875
2009-03-27,635.0,650.0,630.0,635.0,516.6444702148438,37627500,BBCA.JK,493.38623,500.37225341796875,0.0,16.272216796875
2009-03-30,615.0,640.0,600.0,615.0,500.37225341796875,56115000,BBCA.JK,478.64948,504.4402770996094,0.0,-4.068023681640625
2009-04-01,635.0,645.0,620.0,635.0,516.6444702148438,46275000,BBCA.JK,504.6666,532.9168090820312,0.0,-16.2723388671875
2009-04-03,635.0,670.0,635.0,635.0,516.6444702148438,109970000,BBCA.JK,505.40533,524.7805786132812,0.0,-8.1361083984375
2009-04-06,645.0,660.0,630.0,645.0,524.7805786132812,75302500,BBCA.JK,512.5508,520.7124633789062,0.0,4.068115234375
2009-04-08,610.0,645.0,605.0,610.0,496.3041687011719,84190000,BBCA.JK,496.53442,496.3041687011719,0.0,0.0
2009-04-09,610.0,610.0,610.0,610.0,496.3041687011719,0,BBCA.JK,500.682,524.7805786132812,28.476409912109375,0.0
2009-04-16,695.0,700.0,680.0,695.0,565.4612426757812,137757500,BBCA.JK,546.3229,581.7334594726562,0.0,-16.272216796875
2009-04-24,680.0,695.0,670.0,680.0,553.257080078125,30782500,BBCA.JK,555.6546,524.7805786132812,-28.47650146484375,0.0
2009-04-30,670.0,700.0,670.0,670.0,545.1209106445312,72955000,BBCA.JK,551.05316,565.4612426757812,20.34033203125,0.0
2009-05-01,695.0,700.0,680.0,695.0,565.4612426757812,40085000,BBCA.JK,559.1881,577.6655883789062,0.0,-12.204345703125
2009-05-13,650.0,665.0,635.0,650.0,528.8486938476562,91475000,BBCA.JK,536.6605,528.8486938476562,0.0,0.0
2009-05-15,650.0,660.0,640.0,650.0,528.8486938476562,43685000,BBCA.JK,532.2483,545.1209106445312,16.272216796875,0.0
2009-05-19,700.0,700.0,680.0,700.0,569.5293579101562,66137500,BBCA.JK,559.4571,573.5972290039062,0.0,-4.06787109375
2009-05-25,695.0,705.0,690.0,695.0,565.4612426757812,13902500,BBCA.JK,555.3252,549.1890258789062,0.0,16.272216796875
2009-06-02,710.0,725.0,690.0,710.0,577.6655883789062,177885000,BBCA.JK,571.17725,573.5972290039062,0.0,4.068359375
2009-06-09,795.0,795.0,765.0,795.0,646.8225708007812,174617500,BBCA.JK,617.42053,645.1683959960938,0.0,1.6541748046875
2009-06-12,770.0,775.0,755.0,770.0,636.8969116210938,112405000,BBCA.JK,615.7322,636.8969116210938,0.0,0.0
2009-06-19,705.0,715.0,695.0,705.0,583.1326904296875,39070000,BBCA.JK,596.33734,603.8113403320312,20.67864990234375,0.0
2009-06-25,765.0,765.0,730.0,765.0,632.7612915039062,137437500,BBCA.JK,621.46747,587.2686767578125,0.0,45.49261474609375
2009-06-26,710.0,740.0,695.0,710.0,587.2686767578125,304050000,BBCA.JK,574.204,583.1326904296875,0.0,4.135986328125
2009-06-30,705.0,715.0,695.0,705.0,583.1326904296875,71202500,BBCA.JK,585.3959,595.5400390625,12.4073486328125,0.0
2009-07-02,725.0,755.0,725.0,745.0,616.2183837890625,330582500,BBCA.JK,606.80023,599.6757202148438,0.0,16.54266357421875
2009-07-15,745.0,745.0,705.0,745.0,616.2183837890625,136127500,BBCA.JK,603.06165,628.6255493164062,0.0,-12.40716552734375
2009-07-16,760.0,770.0,750.0,760.0,628.6255493164062,149990000,BBCA.JK,612.0782,612.0829467773438,0.0,16.5426025390625
2009-08-11,880.0,885.0,845.0,880.0,727.8822631835938,89407500,BBCA.JK,698.60156,715.4749755859375,0.0,12.40728759765625
2009-08-18,835.0,840.0,825.0,835.0,690.660888671875,70377500,BBCA.JK,677.1066,694.7966918945312,0.0,-4.13580322265625
2009-08-27,865.0,870.0,850.0,865.0,715.4749755859375,47247500,BBCA.JK,711.36334,719.6107788085938,0.0,-4.13580322265625
2009-09-08,880.0,885.0,870.0,880.0,727.8822631835938,27137500,BBCA.JK,721.39923,740.2891235351562,0.0,-12.4068603515625
2009-09-09,895.0,895.0,880.0,895.0,740.2891235351562,58807500,BBCA.JK,732.3454,744.425048828125,0.0,-4.13592529296875
2009-09-15,870.0,885.0,855.0,870.0,719.6107788085938,52265000,BBCA.JK,725.00305,723.7465209960938,4.1357421875,0.0
2009-09-16,875.0,885.0,865.0,875.0,723.7465209960938,33842500,BBCA.JK,725.838,765.1033325195312,41.3568115234375,0.0
2009-09-28,890.0,930.0,890.0,890.0,736.1536254882812,33472500,BBCA.JK,734.9061,752.6962890625,0.0,-16.54266357421875
2009-10-05,1000.0,1000.0,970.0,1000.0,827.1387329101562,71345000,BBCA.JK,794.3541,860.224365234375,0.0,-33.08563232421875
2009-10-15,955.0,975.0,945.0,955.0,789.9176635742188,119725000,BBCA.JK,790.7274,777.510498046875,-12.40716552734375,0.0
2009-10-20,955.0,965.0,945.0,955.0,789.9176635742188,59992500,BBCA.JK,794.74396,789.9176635742188,0.0,0.0
2009-10-23,955.0,960.0,945.0,955.0,789.9176635742188,91627500,BBCA.JK,790.36475,789.9176635742188,0.0,0.0
2009-11-06,945.0,945.0,925.0,945.0,781.6461791992188,37420000,BBCA.JK,777.47656,781.6461791992188,0.0,0.0
2009-11-17,955.0,960.0,945.0,955.0,796.5555419921875,52965000,BBCA.JK,785.89374,788.2147216796875,0.0,8.3408203125
2009-11-24,930.0,945.0,930.0,930.0,775.7032470703125,32052500,BBCA.JK,777.7588,784.044189453125,8.3409423828125,0.0
2009-11-25,940.0,940.0,930.0,940.0,784.044189453125,26697500,BBCA.JK,780.083,779.8738403320312,0.0,4.17034912109375
2009-11-26,935.0,940.0,925.0,935.0,779.8738403320312,32130000,BBCA.JK,774.9053,800.7258911132812,0.0,-20.85205078125
2009-12-02,995.0,995.0,985.0,985.0,821.5782470703125,57652500,BBCA.JK,809.76074,817.40771484375,0.0,4.1705322265625
2009-12-09,940.0,955.0,930.0,940.0,784.044189453125,44022500,BBCA.JK,784.71625,792.3850708007812,8.34088134765625,0.0
2009-12-17,970.0,975.0,965.0,970.0,809.0668334960938,22095000,BBCA.JK,804.89496,771.5328979492188,0.0,37.533935546875
2009-12-29,945.0,950.0,940.0,945.0,788.2147216796875,13180000,BBCA.JK,784.05835,809.0668334960938,0.0,-20.85211181640625
2010-01-20,1010.0,1020.0,1000.0,1010.0,842.4304809570312,49412500,BBCA.JK,838.8691,813.2374267578125,0.0,29.19305419921875
2010-01-28,975.0,975.0,945.0,975.0,813.2374267578125,33752500,BBCA.JK,814.3523,834.0894165039062,20.85198974609375,0.0
2010-02-04,950.0,965.0,945.0,950.0,792.3850708007812,35072500,BBCA.JK,796.44275,759.0214233398438,-33.3636474609375,0.0
2010-02-05,910.0,930.0,910.0,910.0,759.0214233398438,144220000,BBCA.JK,762.3776,754.8509521484375,-4.17047119140625,0.0
2010-02-10,910.0,930.0,900.0,910.0,759.0214233398438,111352500,BBCA.JK,765.8425,771.5328979492188,12.511474609375,0.0
2010-02-16,935.0,940.0,915.0,935.0,779.8738403320312,25492500,BBCA.JK,774.3545,800.7258911132812,0.0,-20.85205078125
2010-02-25,975.0,1000.0,970.0,975.0,813.2374267578125,43217500,BBCA.JK,795.1492,800.7258911132812,0.0,12.51153564453125
2010-03-05,1000.0,1010.0,985.0,1000.0,834.0894165039062,27190000,BBCA.JK,823.1264,842.4304809570312,0.0,-8.341064453125
2010-03-11,1040.0,1060.0,1030.0,1040.0,867.4530639648438,97727500,BBCA.JK,855.6099,850.7713623046875,0.0,16.68170166015625
2010-04-01,1090.0,1130.0,1090.0,1090.0,909.1576538085938,30090000,BBCA.JK,929.49274,959.202880859375,50.04522705078125,0.0
2010-04-06,1140.0,1240.0,1140.0,1140.0,950.8621215820312,70010000,BBCA.JK,969.01117,975.8848876953125,25.02276611328125,0.0
2010-04-09,1110.0,1140.0,1110.0,1110.0,925.8394165039062,24150000,BBCA.JK,930.8472,975.8848876953125,50.04547119140625,0.0
2010-04-16,1150.0,1160.0,1110.0,1150.0,959.202880859375,23242500,BBCA.JK,953.9848,942.5209350585938,0.0,16.68194580078125
2010-04-19,1130.0,1140.0,1110.0,1130.0,942.5209350585938,23337500,BBCA.JK,948.3988,975.8848876953125,33.36395263671875,0.0
2010-04-21,1150.0,1180.0,1150.0,1150.0,959.202880859375,34060000,BBCA.JK,969.2747,950.8621215820312,-8.34075927734375,0.0
2010-04-29,1090.0,1120.0,1080.0,1090.0,909.1576538085938,105970000,BBCA.JK,934.8812,909.1576538085938,0.0,0.0
2010-05-06,1020.0,1050.0,990.0,1020.0,850.7713623046875,168800000,BBCA.JK,873.9019,821.5782470703125,-29.193115234375,0.0
2010-05-07,985.0,1000.0,965.0,985.0,821.5782470703125,166700000,BBCA.JK,848.2599,867.4530639648438,45.87481689453125,0.0
2010-05-18,1090.0,1110.0,1060.0,1090.0,909.1576538085938,155627500,BBCA.JK,898.17065,875.7941284179688,0.0,33.363525390625
2010-07-05,1120.0,1130.0,1110.0,1120.0,946.113525390625,13822500,BBCA.JK,957.88184,963.0081176757812,16.89459228515625,0.0
2010-07-13,1180.0,1200.0,1180.0,1180.0,996.7979736328125,20750000,BBCA.JK,991.69055,1005.2455444335938,0.0,-8.44757080078125
2010-07-16,1210.0,1210.0,1180.0,1210.0,1022.1403198242188,53175000,BBCA.JK,1011.5216,1005.2455444335938,0.0,16.894775390625
2010-07-21,1190.0,1200.0,1180.0,1190.0,1005.2455444335938,44420000,BBCA.JK,1004.4199,1005.2455444335938,0.0,0.0
2010-08-05,1190.0,1210.0,1170.0,1190.0,1005.2455444335938,45402500,BBCA.JK,1019.6548,1013.6928100585938,8.447265625,0.0
2010-08-06,1200.0,1210.0,1180.0,1200.0,1013.6928100585938,23047500,BBCA.JK,1011.9446,1039.0352783203125,0.0,-25.34246826171875
2010-08-16,1180.0,1220.0,1180.0,1180.0,996.7979736328125,33652500,BBCA.JK,1002.2199,1013.6928100585938,16.89483642578125,0.0
2010-08-18,1200.0,1200.0,1180.0,1200.0,1013.6928100585938,54657500,BBCA.JK,1009.4975,1005.2455444335938,0.0,8.447265625
2010-08-25,1210.0,1220.0,1190.0,1210.0,1022.1403198242188,20832500,BBCA.JK,1014.19934,1005.2455444335938,0.0,16.894775390625
2010-09-16,1270.0,1300.0,1260.0,1270.0,1072.82470703125,52155000,BBCA.JK,1055.867,1098.167236328125,0.0,-25.342529296875
2010-09-20,1290.0,1320.0,1250.0,1290.0,1089.7198486328125,40667500,BBCA.JK,1063.4121,1081.2724609375,0.0,8.4473876953125
2010-09-24,1300.0,1330.0,1290.0,1300.0,1098.167236328125,78577500,BBCA.JK,1096.3374,1131.9571533203125,0.0,-33.7899169921875
2010-09-27,1340.0,1360.0,1320.0,1340.0,1131.9571533203125,61030000,BBCA.JK,1119.4442,1140.404296875,0.0,-8.4471435546875
2010-09-28,1350.0,1370.0,1330.0,1350.0,1140.404296875,51845000,BBCA.JK,1119.59,1148.851806640625,0.0,-8.447509765625
2010-10-01,1400.0,1400.0,1360.0,1400.0,1182.6416015625,69325000,BBCA.JK,1169.3292,1157.2994384765625,0.0,25.3421630859375
2010-10-19,1350.0,1350.0,1320.0,1350.0,1140.404296875,26372500,BBCA.JK,1153.532,1148.851806640625,8.447509765625,0.0
2010-10-22,1370.0,1380.0,1360.0,1370.0,1157.2994384765625,74575000,BBCA.JK,1159.3564,1165.746826171875,8.4473876953125,0.0
2010-10-28,1370.0,1390.0,1370.0,1370.0,1157.2994384765625,25535000,BBCA.JK,1161.9514,1182.6416015625,25.3421630859375,0.0
2010-10-29,1400.0,1400.0,1370.0,1400.0,1182.6416015625,31145000,BBCA.JK,1184.3724,1191.0894775390625,8.4478759765625,0.0
2010-11-03,1430.0,1430.0,1400.0,1430.0,1207.9840087890625,53247500,BBCA.JK,1203.4912,1207.9840087890625,0.0,0.0
2010-11-05,1420.0,1430.0,1410.0,1420.0,1199.536865234375,18817500,BBCA.JK,1201.7716,1207.9840087890625,8.4471435546875,0.0
2010-11-26,1290.0,1330.0,1280.0,1290.0,1096.4248046875,56182500,BBCA.JK,1116.551,1096.4248046875,0.0,0.0
2010-12-01,1280.0,1290.0,1230.0,1280.0,1087.9248046875,104555000,BBCA.JK,1111.8519,1104.9239501953125,16.9991455078125,0.0
2010-12-06,1310.0,1320.0,1280.0,1310.0,1113.4234619140625,45037500,BBCA.JK,1105.1903,1138.9215087890625,0.0,-25.498046875
2010-12-22,1290.0,1340.0,1280.0,1290.0,1096.4248046875,42852500,BBCA.JK,1092.7135,1079.4256591796875,0.0,16.9991455078125
2010-12-29,1300.0,1320.0,1290.0,1300.0,1104.9239501953125,36677500,BBCA.JK,1100.3383,1087.9248046875,0.0,16.9991455078125
2011-01-04,1300.0,1330.0,1300.0,1300.0,1104.9239501953125,60622500,BBCA.JK,1101.2833,1121.9228515625,0.0,-16.9989013671875
2011-01-11,1140.0,1220.0,1130.0,1140.0,968.9334716796875,174027500,BBCA.JK,1011.5829,985.9321899414062,16.99871826171875,0.0
2011-01-19,1150.0,1170.0,1130.0,1150.0,977.4326782226562,78937500,BBCA.JK,984.68036,968.9334716796875,-8.49920654296875,0.0
2011-01-25,1120.0,1140.0,1080.0,1120.0,951.9345092773438,159697500,BBCA.JK,961.7571,994.4317626953125,42.49725341796875,0.0
2011-01-26,1170.0,1170.0,1090.0,1170.0,994.4317626953125,127820000,BBCA.JK,977.8002,1002.9309692382812,0.0,-8.49920654296875
2011-01-27,1180.0,1200.0,1150.0,1180.0,1002.9309692382812,107552500,BBCA.JK,983.4451,985.9321899414062,0.0,16.998779296875
2011-01-31,1130.0,1140.0,1110.0,1130.0,960.4337768554688,111635000,BBCA.JK,942.04584,960.4337768554688,0.0,0.0
2011-02-18,1230.0,1240.0,1210.0,1230.0,1045.4278564453125,114060000,BBCA.JK,1025.6779,1062.4268798828125,0.0,-16.9990234375
2011-02-25,1220.0,1250.0,1210.0,1220.0,1036.9288330078125,36402500,BBCA.JK,1030.88,1070.926513671875,0.0,-33.9976806640625
2011-03-04,1360.0,1370.0,1340.0,1360.0,1155.9202880859375,81507500,BBCA.JK,1131.4769,1172.91943359375,0.0,-16.9991455078125
2011-03-07,1380.0,1390.0,1360.0,1380.0,1172.91943359375,63065000,BBCA.JK,1147.2546,1164.4195556640625,0.0,8.4998779296875
2011-03-10,1380.0,1380.0,1360.0,1380.0,1172.91943359375,21752500,BBCA.JK,1157.7078,1155.9202880859375,0.0,16.9991455078125
2011-03-15,1330.0,1340.0,1310.0,1330.0,1130.4222412109375,79232500,BBCA.JK,1131.9635,1138.9215087890625,8.499267578125,0.0
2011-03-16,1340.0,1340.0,1310.0,1340.0,1138.9215087890625,71250000,BBCA.JK,1147.6074,1113.4234619140625,-25.498046875,0.0
2011-03-18,1310.0,1330.0,1310.0,1310.0,1113.4234619140625,47140000,BBCA.JK,1136.0216,1138.9215087890625,25.498046875,0.0
2011-03-31,1390.0,1400.0,1370.0,1390.0,1181.4188232421875,67942500,BBCA.JK,1182.6595,1206.9168701171875,25.498046875,0.0
2011-04-11,1420.0,1440.0,1400.0,1420.0,1206.9168701171875,76545000,BBCA.JK,1210.796,1198.4173583984375,-8.49951171875,0.0
2011-04-13,1430.0,1430.0,1400.0,1430.0,1215.4161376953125,36337500,BBCA.JK,1214.0676,1215.4161376953125,0.0,0.0
2011-04-15,1460.0,1460.0,1420.0,1460.0,1240.9144287109375,53817500,BBCA.JK,1234.4612,1257.9130859375,0.0,-16.9986572265625
2011-04-18,1480.0,1490.0,1450.0,1480.0,1257.9130859375,56122500,BBCA.JK,1248.9684,1266.412841796875,0.0,-8.499755859375
2011-04-19,1490.0,1490.0,1450.0,1490.0,1266.412841796875,34050000,BBCA.JK,1251.4507,1283.41162109375,0.0,-16.998779296875
2011-04-25,1500.0,1530.0,1500.0,1500.0,1274.9122314453125,3702500,BBCA.JK,1274.8025,1283.41162109375,0.0,-8.4993896484375
2011-05-13,1460.0,1470.0,1430.0,1460.0,1240.9144287109375,56490000,BBCA.JK,1248.9954,1206.9168701171875,-33.99755859375,0.0
2011-05-18,1430.0,1460.0,1420.0,1430.0,1215.4161376953125,93630000,BBCA.JK,1236.6581,1232.415283203125,16.9991455078125,0.0
2011-05-30,1420.0,1440.0,1410.0,1420.0,1206.9168701171875,35297500,BBCA.JK,1212.7736,1206.9168701171875,0.0,0.0
2011-06-07,1420.0,1420.0,1400.0,1420.0,1218.849609375,22255000,BBCA.JK,1208.4535,1201.6827392578125,0.0,17.1668701171875
2011-06-08,1400.0,1420.0,1400.0,1400.0,1201.6827392578125,42807500,BBCA.JK,1201.7766,1201.6827392578125,0.0,0.0
2011-06-24,1490.0,1500.0,1470.0,1490.0,1278.933837890625,72752500,BBCA.JK,1263.1733,1278.933837890625,0.0,0.0
2011-06-30,1530.0,1540.0,1490.0,1530.0,1313.267822265625,132837500,BBCA.JK,1295.3699,1339.0181884765625,0.0,-25.7503662109375
2011-07-04,1560.0,1560.0,1560.0,1560.0,1339.0181884765625,0,BBCA.JK,1319.6584,1347.6014404296875,0.0,-8.583251953125
2011-07-07,1560.0,1590.0,1540.0,1560.0,1339.0181884765625,49885000,BBCA.JK,1337.0967,1381.93505859375,0.0,-42.9168701171875
2011-07-11,1610.0,1610.0,1580.0,1610.0,1381.93505859375,33392500,BBCA.JK,1365.0273,1364.7679443359375,0.0,17.1671142578125
2011-07-12,1590.0,1620.0,1590.0,1590.0,1364.7679443359375,50810000,BBCA.JK,1362.9249,1364.7679443359375,0.0,0.0
2011-07-22,1650.0,1650.0,1630.0,1650.0,1416.26904296875,46740000,BBCA.JK,1420.5984,1399.10205078125,-17.1669921875,0.0
2011-07-25,1630.0,1640.0,1610.0,1630.0,1399.10205078125,44627500,BBCA.JK,1398.347,1424.8525390625,0.0,-25.75048828125
2011-07-26,1660.0,1660.0,1620.0,1660.0,1424.8525390625,43510000,BBCA.JK,1423.873,1433.435546875,0.0,-8.5830078125
2011-07-29,1660.0,1660.0,1610.0,1660.0,1424.8525390625,50025000,BBCA.JK,1428.7041,1467.769775390625,42.917236328125,0.0
2011-08-16,1630.0,1650.0,1610.0,1630.0,1399.10205078125,74242500,BBCA.JK,1407.408,1407.685302734375,8.583251953125,0.0
2011-08-22,1550.0,1600.0,1540.0,1550.0,1330.4345703125,79432500,BBCA.JK,1361.0894,1364.7679443359375,34.3333740234375,0.0
2011-09-05,1630.0,1660.0,1610.0,1630.0,1399.10205078125,135552500,BBCA.JK,1400.6154,1407.685302734375,8.583251953125,0.0
2011-09-13,1620.0,1640.0,1590.0,1620.0,1390.5186767578125,26415000,BBCA.JK,1394.7083,1330.4345703125,-60.0841064453125,0.0
2011-09-19,1570.0,1590.0,1550.0,1570.0,1347.6014404296875,15482500,BBCA.JK,1360.37,1364.7679443359375,17.16650390625,0.0
2011-10-03,1470.0,1500.0,1440.0,1470.0,1261.76708984375,48765000,BBCA.JK,1254.6569,1236.0169677734375,0.0,25.7501220703125
2011-10-04,1440.0,1460.0,1410.0,1440.0,1236.0169677734375,69762500,BBCA.JK,1246.6207,1253.183349609375,17.1663818359375,0.0
2011-10-26,1600.0,1600.0,1590.0,1600.0,1373.3516845703125,17485000,BBCA.JK,1359.4044,1364.7679443359375,0.0,8.583740234375
2011-11-10,1630.0,1640.0,1590.0,1630.0,1399.10205078125,106470000,BBCA.JK,1384.1006,1399.10205078125,0.0,0.0
2011-11-14,1650.0,1650.0,1630.0,1650.0,1416.26904296875,35945000,BBCA.JK,1414.4941,1399.10205078125,0.0,17.1669921875
2011-11-24,1530.0,1550.0,1530.0,1530.0,1313.267822265625,44170000,BBCA.JK,1337.0549,1278.933837890625,-34.333984375,0.0
2011-12-02,1600.0,1600.0,1580.0,1600.0,1373.3516845703125,25070000,BBCA.JK,1358.7095,1381.93505859375,0.0,-8.5833740234375
2011-12-28,1590.0,1610.0,1570.0,1590.0,1372.3248291015625,28450000,BBCA.JK,1368.9633,1389.586669921875,0.0,-17.2618408203125
2011-12-29,1610.0,1610.0,1570.0,1610.0,1389.586669921875,18447500,BBCA.JK,1381.1719,1380.955810546875,0.0,8.630859375
2012-01-03,1620.0,1620.0,1590.0,1620.0,1398.217529296875,27775000,BBCA.JK,1391.1025,1398.217529296875,0.0,0.0
2012-01-30,1590.0,1620.0,1570.0,1590.0,1372.3248291015625,32272500,BBCA.JK,1374.3295,1380.955810546875,8.6309814453125,0.0
2012-02-02,1620.0,1650.0,1590.0,1620.0,1398.217529296875,125027500,BBCA.JK,1399.2252,1389.586669921875,-8.630859375,0.0
2012-02-03,1610.0,1630.0,1610.0,1610.0,1389.586669921875,50905000,BBCA.JK,1389.7743,1389.586669921875,0.0,0.0
2012-02-10,1510.0,1580.0,1490.0,1510.0,1303.277099609375,175732500,BBCA.JK,1320.8427,1311.9078369140625,8.6307373046875,0.0
2012-02-16,1470.0,1470.0,1440.0,1470.0,1268.7535400390625,192460000,BBCA.JK,1290.3837,1286.01513671875,17.2615966796875,0.0
2012-02-22,1510.0,1510.0,1490.0,1510.0,1303.277099609375,70177500,BBCA.JK,1297.7362,1294.64599609375,0.0,8.631103515625
2012-02-24,1490.0,1490.0,1460.0,1490.0,1286.01513671875,85332500,BBCA.JK,1275.8029,1277.3839111328125,0.0,8.6312255859375
2012-03-02,1550.0,1550.0,1520.0,1550.0,1337.8009033203125,59080000,BBCA.JK,1312.1824,1329.1697998046875,0.0,8.631103515625
2012-03-07,1500.0,1540.0,1500.0,1500.0,1294.64599609375,57577500,BBCA.JK,1289.509,1303.277099609375,0.0,-8.631103515625
2012-03-08,1510.0,1520.0,1490.0,1510.0,1303.277099609375,34130000,BBCA.JK,1298.4569,1294.64599609375,0.0,8.631103515625
2012-03-12,1540.0,1540.0,1520.0,1540.0,1329.1697998046875,55520000,BBCA.JK,1316.8448,1320.538818359375,0.0,8.6309814453125
2012-03-14,1570.0,1570.0,1540.0,1570.0,1355.062744140625,71655000,BBCA.JK,1333.9667,1346.4317626953125,0.0,8.6309814453125
2012-03-15,1560.0,1580.0,1550.0,1560.0,1346.4317626953125,49402500,BBCA.JK,1327.0127,1363.6934814453125,0.0,-17.26171875
2012-03-20,1600.0,1600.0,1580.0,1600.0,1380.955810546875,41565000,BBCA.JK,1360.4044,1363.6934814453125,0.0,17.2623291015625
2012-04-12,1600.0,1600.0,1570.0,1600.0,1380.955810546875,61607500,BBCA.JK,1378.4458,1372.3248291015625,0.0,8.6309814453125
2012-04-26,1600.0,1650.0,1590.0,1600.0,1380.955810546875,129467500,BBCA.JK,1389.9014,1355.062744140625,-25.89306640625,0.0
2012-05-01,1600.0,1600.0,1590.0,1600.0,1380.955810546875,11152500,BBCA.JK,1377.514,1380.955810546875,0.0,0.0
2012-05-04,1610.0,1610.0,1590.0,1610.0,1389.586669921875,26457500,BBCA.JK,1381.5417,1380.955810546875,0.0,8.630859375
2012-05-07,1600.0,1610.0,1580.0,1600.0,1380.955810546875,49982500,BBCA.JK,1377.0266,1380.955810546875,0.0,0.0
2012-05-08,1600.0,1610.0,1590.0,1600.0,1380.955810546875,32460000,BBCA.JK,1381.1722,1380.955810546875,0.0,0.0
2012-05-14,1550.0,1600.0,1550.0,1550.0,1337.8009033203125,23975000,BBCA.JK,1348.2299,1346.4317626953125,8.630859375,0.0
2012-05-23,1490.0,1500.0,1460.0,1490.0,1286.01513671875,102672500,BBCA.JK,1305.1213,1286.01513671875,0.0,0.0
2012-06-01,1420.0,1430.0,1400.0,1420.0,1225.5980224609375,40160000,BBCA.JK,1236.0253,1191.0745849609375,-34.5234375,0.0
2012-06-18,1460.0,1480.0,1450.0,1460.0,1272.7593994140625,65207500,BBCA.JK,1254.0588,1298.912109375,0.0,-26.1527099609375
2012-06-21,1470.0,1500.0,1450.0,1470.0,1281.477294921875,53065000,BBCA.JK,1253.3279,1264.0419921875,0.0,17.435302734375
2012-06-26,1450.0,1480.0,1440.0,1470.0,1281.477294921875,47840000,BBCA.JK,1267.3184,1298.912109375,0.0,-17.434814453125
2012-06-27,1470.0,1500.0,1460.0,1490.0,1298.912109375,84212500,BBCA.JK,1281.7954,1272.7593994140625,0.0,26.1527099609375
2012-07-03,1500.0,1500.0,1470.0,1500.0,1307.6295166015625,53447500,BBCA.JK,1292.4137,1298.912109375,0.0,8.7174072265625
2012-07-13,1490.0,1500.0,1480.0,1490.0,1298.912109375,57005000,BBCA.JK,1290.1963,1325.064453125,0.0,-26.15234375
2012-07-16,1520.0,1530.0,1490.0,1520.0,1325.064453125,130710000,BBCA.JK,1310.1487,1351.21728515625,0.0,-26.15283203125
2012-07-26,1540.0,1540.0,1500.0,1540.0,1342.49951171875,38755000,BBCA.JK,1335.9424,1394.804931640625,0.0,-52.305419921875
